aqi,csecs,c00_30,c00_50,c01_00,c02_50,motion,pm01_0,pm02_5,pm10_0,sensor,voltage,csamples,humidity,pressure,aqi_level,pm01_0cf1,pm02_5cf1,pm10_0cf1,pm01_0_rstd,pm02_5_rstd,pm10_0_rstd,temperature,aqi_algorithm,device_uid,captured,location,lat,lon,serial_number,heatIndex
160,60,11370,3352,745,70,,45.301888,72.169815,78.58491,pms7003,4.1992188,53,91.46396,98296.23,unhealthy,69.30189,109.56604,117.037735,0.064575195,0.04260254,0.034423828,23.40467,cf-atm,dev:864475046524962,2023-11-01T01:42:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
105,60,4738,1359,263,22,,23.447369,37.026318,44.342106,pms7003,4.1992188,38,90.85248,98312.195,unhealthy-if-sensitive,27.105263,42.605263,44.86842,0.02923584,0.03945923,0.03488159,23.64788,cf-atm,dev:864475046524962,2023-11-01T01:12:39Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
100,60,4312,1229,237,22,,21.530613,35.2449,41.877552,pms7003,4.203125,49,90.45332,98322.625,moderate,23.265306,39.408165,41.938774,0.045562744,0.039916992,0.03918457,23.685612,cf-atm,dev:864475046524962,2023-11-01T00:42:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
100,60,4635,1324,239,18,,22.862068,35.448277,42.03448,pms7003,4.203125,29,90.7022,98329.52,moderate,26.241379,39.793102,42.068966,0.03250122,0.034210205,0.037872314,23.699888,cf-atm,dev:864475046524962,2023-11-01T00:12:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
138,60,8258,2381,453,36,,33.122448,50.612244,63.632652,pms7003,4.2070312,49,89.48674,98340.016,unhealthy-if-sensitive,48.510204,74.16327,79.04082,0.021011353,0.02670288,0.035247803,23.737108,cf-atm,dev:864475046524962,2023-10-31T23:42:39Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
176,60,17192,5018,1031,86,,65.770836,104.104164,110.666664,pms7003,4.2070312,48,89.22432,98338.93,unhealthy,100.083336,157.52083,167.39583,0.020141602,0.021911621,0.029373169,23.882423,cf-atm,dev:864475046524962,2023-10-31T23:12:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
90,60,3802,1084,192,12,,20.083334,30.555555,32.97222,pms7003,4.2109375,36,87.50398,98350.49,moderate,20.972221,31.777779,32.97222,0.05996704,0.056121826,0.101623535,24.089943,cf-atm,dev:864475046524962,2023-10-31T22:42:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
107,60,5023,1454,267,22,,25.078947,38.026318,46.289474,pms7003,4.2109375,38,87.64681,98339.17,unhealthy-if-sensitive,29.5,44.36842,47.68421,0.039733887,0.038909912,0.052886963,24.200075,cf-atm,dev:864475046524962,2023-10-31T22:12:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
122,60,6508,1871,342,29,,28.816326,44.142857,54.44898,pms7003,4.1953125,49,87.59589,98314.66,unhealthy-if-sensitive,37.836735,57.67347,61.510204,0.033721924,0.0440979,0.05734253,24.34641,cf-atm,dev:864475046524962,2023-10-31T21:42:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
157,60,11523,3331,628,42,,44.704544,67.02273,74.90909,pms7003,4.1875,44,86.47163,98282.695,unhealthy,68.318184,101.84091,106.88636,0.07879639,0.079833984,0.052764893,24.659477,cf-atm,dev:864475046524962,2023-10-31T21:12:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
139,60,8259,2383,469,40,,33.106384,51.085106,64.53191,pms7003,4.21875,47,85.71945,98276.586,unhealthy-if-sensitive,48.38298,75.510635,81.19149,0.03225708,0.024765015,0.033721924,25.016903,cf-atm,dev:864475046524962,2023-10-31T20:42:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
83,60,3264,938,169,13,,17.793104,27.551723,29.137932,pms7003,4.2226562,29,81.73935,98244.68,moderate,17.793104,27.586206,29.137932,0.066101074,0.058685303,0.04373169,25.670574,cf-atm,dev:864475046524962,2023-10-31T20:12:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
81,60,3283,920,157,10,,17.3125,26.21875,28.28125,pms7003,4.2226562,32,80.20372,98212.82,moderate,17.3125,26.375,28.28125,0.0473938,0.09277344,0.099731445,26.016277,cf-atm,dev:864475046524962,2023-10-31T19:42:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
71,60,2744,772,142,12,,14.275862,21.758621,23.862068,pms7003,4.2226562,29,78.18201,98172.16,moderate,14.275862,21.758621,23.862068,0.083496094,0.07336426,0.056793213,26.533304,cf-atm,dev:864475046524962,2023-10-31T19:12:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
86,60,3409,979,179,13,,18.384615,28.871796,30.666666,pms7003,4.2265625,39,76.51343,98133.8,moderate,18.435898,29.435898,30.666666,0.06677246,0.066589355,0.103759766,26.838219,cf-atm,dev:864475046524962,2023-10-31T18:42:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
73,60,2832,802,138,8,,14.5625,22.75,23.46875,pms7003,4.2265625,32,74.72592,98107.86,moderate,14.5625,22.75,23.46875,0.038757324,0.121276855,0.11248779,27.12274,cf-atm,dev:864475046524962,2023-10-31T18:12:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
71,60,2731,777,123,11,,14.633333,21.566668,23.1,pms7003,4.2304688,30,72.38213,98106.086,moderate,14.633333,21.566668,23.1,0.070617676,0.061706543,0.04736328,27.630085,cf-atm,dev:864475046524962,2023-10-31T17:42:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
78,60,3264,927,145,7,,17.037037,25.148148,26,pms7003,4.2304688,27,68.53616,98090.4,moderate,17.222221,25.148148,26,0.11566162,0.09466553,0.11779785,28.027296,cf-atm,dev:864475046524962,2023-10-31T17:12:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
61,60,2098,582,107,9,,9.606061,16.60606,17.272728,pms7003,4.234375,33,66.73863,98065.58,moderate,9.606061,16.60606,17.272728,0.11022949,0.05819702,0.06677246,28.781439,cf-atm,dev:864475046524962,2023-10-31T16:42:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
54,60,1732,502,92,8,,7.46875,13.28125,15.1875,pms7003,4.234375,32,66.002754,98048.58,moderate,7.46875,13.28125,15.1875,0.1315918,0.0770874,0.05404663,29.298992,cf-atm,dev:864475046524962,2023-10-31T16:12:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
59,60,2124,591,109,5,,10.571428,15.857142,17.464285,pms7003,4.2382812,28,64.58765,98028.58,moderate,10.571428,15.857142,17.464285,0.07019043,0.058746338,0.061309814,29.36477,cf-atm,dev:864475046524962,2023-10-31T15:42:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
48,60,1692,472,67,8,,7.451613,11.4838705,13.129032,pms7003,4.2382812,31,60.206184,98042.65,good,7.451613,11.4838705,13.129032,0.10870361,0.07745361,0.080444336,30.14034,cf-atm,dev:864475046524962,2023-10-31T15:12:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
58,60,2125,605,91,6,,10.3,15.466666,16.4,pms7003,4.2421875,30,55.848362,98049.17,moderate,10.3,15.466666,16.4,0.21801758,0.14379883,0.09686279,31.03983,cf-atm,dev:864475046524962,2023-10-31T14:42:40Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
45,60,1583,447,72,5,,6.71875,10.75,11.625,pms7003,4.2421875,32,51.29856,98021.19,good,6.71875,10.75,11.625,0.2211914,0.13366699,0.13769531,32.081593,cf-atm,dev:864475046524962,2023-10-31T14:12:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
46,60,1642,460,63,6,,7.151515,11.151515,11.848485,pms7003,4.2421875,33,49.181614,98013.66,good,7.151515,11.151515,11.848485,0.111206055,0.21276855,0.15234375,33.255444,cf-atm,dev:864475046524962,2023-10-31T13:42:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
56,60,2028,559,83,5,1,9.025641,14.51282,15.102564,pms7003,4.2421875,39,43.858444,98041.34,moderate,9.025641,14.51282,15.102564,0.32299805,0.2290039,0.19616699,34.922924,cf-atm,dev:864475046524962,2023-10-31T13:12:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
49,60,1696,478,71,8,2,7.357143,11.892858,13.214286,pms7003,4.2460938,28,42.105717,98086.08,good,7.357143,11.892858,13.214286,0.14892578,0.13208008,0.109680176,35.12078,cf-atm,dev:864475046524962,2023-10-31T12:42:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
27,60,1082,302,46,5,7,3.909091,6.4242425,7.5454545,pms7003,4.2460938,33,45.318607,98108.59,good,3.909091,6.4242425,7.5454545,0.14807129,0.1508789,0.13293457,36.78014,cf-atm,dev:864475046524962,2023-10-31T12:12:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
63,60,2381,680,85,7,4,11.947369,17.947369,18.289474,pms7003,4.25,38,47.120575,98158.84,moderate,11.947369,17.947369,18.289474,0.34692383,0.22436523,0.24487305,36.144745,cf-atm,dev:864475046524962,2023-10-31T11:42:41Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
33,60,1213,329,51,6,,4.375,7.96875,9.09375,pms7003,4.234375,32,49.758232,98212.32,good,4.375,7.96875,9.09375,0.19030762,0.21728516,0.23095703,35.497116,cf-atm,dev:864475046524962,2023-10-31T11:12:42Z,Kumasi,6.6273775,-1.5933632812499998,BORI - KHANA LGA,
62,60,2181,611,110,13,2,10.827586,17.137932,18.724138,pms7003,4.2578125,29,57.091854,98231.39,moderate,10.827586,17.137932,18.724138,0.20666504,0.14685059,0.20483398,33.91529,cf-atm,dev:864475046524962,2023-10-31T10:42:41Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
38,60,1408,403,63,7,5,5.678571,9.285714,10.678572,pms7003,4.25,28,64.21112,98311.484,good,5.678571,9.285714,10.678572,0.10772705,0.13391113,0.13012695,31.037788,cf-atm,dev:864475046524962,2023-10-31T10:12:41Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
49,60,1614,449,74,5,2,6.431818,11.704545,12.636364,pms7003,4.234375,44,66.28368,98354.1,good,6.431818,11.704545,12.636364,0.1027832,0.14099121,0.12548828,30.923569,cf-atm,dev:864475046524962,2023-10-31T09:42:41Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
110,60,5165,1452,326,32,3,23.468084,39,47.255318,pms7003,4.2148438,47,68.60945,98358.086,unhealthy-if-sensitive,27.787233,48.87234,52.531914,0.22363281,0.23828125,0.26464844,29.773207,cf-atm,dev:864475046524962,2023-10-31T09:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
73,60,2674,767,143,11,,13.782609,22.326086,23.326086,pms7003,4.1992188,46,77.287796,98359.69,moderate,13.782609,22.326086,23.326086,0.09661865,0.06616211,0.07672119,27.442953,cf-atm,dev:864475046524962,2023-10-31T08:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
89,60,3968,1138,163,14,,20.84375,30.25,33.40625,pms7003,4.1914062,32,76.11983,98318.83,moderate,22.28125,31.625,33.40625,0.070129395,0.09118652,0.10284424,27.70963,cf-atm,dev:864475046524962,2023-10-31T08:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
113,60,5917,1673,284,21,,27.151516,40.484848,48.909092,pms7003,4.1796875,33,77.737,98274.336,unhealthy-if-sensitive,33.78788,49.151516,52.121212,0.018692017,0.028381348,0.025741577,26.228899,cf-atm,dev:864475046524962,2023-10-31T07:42:39Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
123,60,6776,1948,324,28,,29.81579,44.394737,54.13158,pms7003,4.1757812,38,84.27033,98219.44,unhealthy-if-sensitive,40.13158,58.07895,60.81579,0.02041626,0.02192688,0.03161621,24.972544,cf-atm,dev:864475046524962,2023-10-31T07:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
128,60,7105,2049,387,31,,30.25641,46.51282,57.589745,pms7003,4.1835938,39,94.398445,98168.29,unhealthy-if-sensitive,41.333332,63.307693,67.38461,0.01461792,0.01902771,0.017684937,22.54248,cf-atm,dev:864475046524962,2023-10-31T06:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
123,60,6731,1926,336,33,,29.583334,44.4375,55.25,pms7003,4.1914062,48,96.272484,98122.47,unhealthy-if-sensitive,39.5,58.4375,63.125,0.020721436,0.020706177,0.0335083,21.08937,cf-atm,dev:864475046524962,2023-10-31T06:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
110,60,5264,1515,290,20,,25.372093,39.023254,46.953487,pms7003,4.1679688,43,95.946106,98064.22,unhealthy-if-sensitive,30.255814,46.55814,48.697674,0.034423828,0.024047852,0.022262573,20.984848,cf-atm,dev:864475046524962,2023-10-31T05:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
121,60,6315,1821,337,26,,28.369566,43.739132,54.04348,pms7003,4.1445312,46,96.20698,98056.78,unhealthy-if-sensitive,36.891304,56.5,60.565216,0.030059814,0.020690918,0.03286743,21.12608,cf-atm,dev:864475046524962,2023-10-31T05:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
123,60,6408,1850,376,32,,28.595745,44.425533,55.574467,pms7003,4.1992188,47,96.36501,98049.55,unhealthy-if-sensitive,37.340427,58.276596,63.468086,0.025939941,0.03567505,0.04019165,21.240288,cf-atm,dev:864475046524962,2023-10-31T04:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
120,60,5929,1724,347,31,,27.642857,43.04762,53.357143,pms7003,4.1914062,42,95.79198,98040.79,unhealthy-if-sensitive,34.857143,54.238094,59.357143,0.022338867,0.017730713,0.023712158,21.553854,cf-atm,dev:864475046524962,2023-10-31T04:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
102,60,4637,1321,246,19,,22.880953,36,43.690475,pms7003,4.203125,42,94.80366,98055.65,unhealthy-if-sensitive,25.761906,40.761906,44.238094,0.04940796,0.04159546,0.055023193,21.547224,cf-atm,dev:864475046524962,2023-10-31T03:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
99,60,4400,1251,247,20,,22.195122,34.97561,41.634148,pms7003,4.2070312,41,94.76835,98060.984,moderate,24.487804,39.439026,41.658535,0.020690918,0.019699097,0.03591919,21.554873,cf-atm,dev:864475046524962,2023-10-31T03:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
95,60,4000,1156,210,17,,21.083334,32.833332,38.041668,pms7003,4.2070312,48,93.7216,98067.87,moderate,22.375,35.458332,38.041668,0.04776001,0.051940918,0.089416504,21.82918,cf-atm,dev:864475046524962,2023-10-31T02:42:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
97,60,4194,1221,229,22,,21.636364,33.848484,41.484848,pms7003,4.2109375,33,94.46899,98072.02,moderate,23.60606,37.242424,41.545456,0.034301758,0.029647827,0.04748535,21.720068,cf-atm,dev:864475046524962,2023-10-31T02:12:39Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
107,60,4791,1397,272,22,,23.553192,37.82979,44.87234,pms7003,4.2109375,47,95.84657,98088.53,unhealthy-if-sensitive,27.319149,44.276596,46.12766,0.034057617,0.040252686,0.06414795,21.274448,cf-atm,dev:864475046524962,2023-10-31T01:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
90,60,3768,1093,196,13,,20.5,30.866667,34.866665,pms7003,4.2148438,30,94.6751,98141.69,moderate,21.533333,32.233334,34.866665,0.03567505,0.03036499,0.07055664,21.542637,cf-atm,dev:864475046524962,2023-10-31T01:12:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
86,60,3170,915,174,19,,17.186047,28.95349,31.348837,pms7003,4.2148438,43,93.539215,98174.67,moderate,17.186047,29.39535,31.348837,0.040649414,0.06738281,0.10180664,22.030066,cf-atm,dev:864475046524962,2023-10-31T00:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
98,60,4436,1278,233,18,,22.586956,34.54348,41.782608,pms7003,4.21875,46,92.92075,98189.836,moderate,25.5,38.695652,41.913044,0.03439331,0.029083252,0.038726807,22.298254,cf-atm,dev:864475046524962,2023-10-31T00:12:41Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
89,60,3575,1042,174,16,,19.512196,30.121952,33.487804,pms7003,4.21875,41,93.157616,98159.8,moderate,20.121952,30.90244,33.487804,0.030578613,0.034973145,0.054718018,22.160591,cf-atm,dev:864475046524962,2023-10-30T23:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
93,60,4045,1166,202,18,,21.076923,32.23077,36.5,pms7003,4.2226562,26,93.44345,98211.234,moderate,22.846153,34.423077,36.53846,0.05355835,0.05215454,0.08673096,22.302843,cf-atm,dev:864475046524962,2023-10-30T23:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
129,60,7281,2099,384,30,,30.734694,46.97959,58.69388,pms7003,4.2265625,49,94.367294,98260.77,unhealthy-if-sensitive,42.510204,64.79592,69.44898,0.030273438,0.022369385,0.035491943,22.369125,cf-atm,dev:864475046524962,2023-10-30T22:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
160,60,12366,3590,657,54,,48.375,71.91071,78.69643,pms7003,4.2265625,56,95.067474,98265.055,unhealthy,73.875,109.17857,115.875,0.040130615,0.079956055,0.06781006,22.23962,cf-atm,dev:864475046524962,2023-10-30T22:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
121,60,6240,1798,370,35,,27.72,43.72,55.52,pms7003,4.2304688,50,94.393074,98251.766,unhealthy-if-sensitive,35.62,56.68,63.48,0.034210205,0.039489746,0.04776001,22.113173,cf-atm,dev:864475046524962,2023-10-30T21:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
107,60,4833,1391,267,24,,23.660715,37.92857,45.339287,pms7003,4.2304688,56,94.58812,98163.35,unhealthy-if-sensitive,27.321428,44.160713,46.357143,0.024551392,0.027008057,0.035003662,22.038223,cf-atm,dev:864475046524962,2023-10-30T21:12:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
119,60,5874,1701,334,28,,27.12245,42.7551,52.122448,pms7003,4.234375,49,93.90966,98146.484,unhealthy-if-sensitive,34.204082,54.163265,57.55102,0.016204834,0.023162842,0.032928467,21.922483,cf-atm,dev:864475046524962,2023-10-30T20:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
102,60,4525,1309,233,22,2,22.5625,35.71875,42.5,pms7003,4.234375,32,93.972404,98103.04,unhealthy-if-sensitive,25.28125,40.375,42.84375,0.035491943,0.0625,0.06915283,22.142746,cf-atm,dev:864475046524962,2023-10-30T20:12:41Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
118,60,6078,1727,317,26,1,28.162163,42.37838,50.945946,pms7003,4.2382812,37,93.05991,98108.57,unhealthy-if-sensitive,36.027027,53.054054,55.2973,0.03189087,0.048583984,0.06506348,22.034655,cf-atm,dev:864475046524962,2023-10-30T19:42:39Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
93,60,4009,1144,206,17,,20.592592,32.037037,37.62963,pms7003,4.2382812,27,94.0916,98073.92,moderate,21.777779,34.25926,37.62963,0.04714966,0.034057617,0.04953003,21.917385,cf-atm,dev:864475046524962,2023-10-30T19:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
182,60,16264,4867,1365,135,32,63.775,114.825,127.725,pms7003,4.25,40,94.74158,97985.14,unhealthy,97.15,173.725,192.95,0.12878418,0.15136719,0.15185547,21.465647,cf-atm,dev:864475046524962,2023-10-30T18:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
75,60,2712,783,142,18,38,14.058824,23.588236,25.764706,pms7003,4.2421875,34,86.69462,98066.57,moderate,14.058824,23.588236,25.764706,0.08203125,0.0501709,0.04385376,22.77549,cf-atm,dev:864475046524962,2023-10-30T18:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
